W5000,SP500,NASDAQ,DJ
0.487282383,0.69316828,0.221202688,0.64837439
1.064793493,1.332166352,0.257816569,1.517469785
0.177003925,0.222209652,0.058898598,0.217404035
-0.386113346,-0.522119904,-0.410830761,-0.434917005
-0.122845976,-0.295074197,-0.07886263,-0.179247828
-0.223985409,-0.275806765,-0.019725379,-0.585978901
0.209540357,0.315965105,-0.836419738,0.391033875
-0.183545308,-0.037289351,-0.440826986,-0.117223001
0.662067892,0.9053454,0.157503055,0.871844468
0.191999684,0.289575492,-0.814586864,0.325037197
-0.532936826,-0.517281736,-0.816770685,-0.270548806
-0.299867098,-0.248220501,-1.775308881,-0.512636791
-1.719748717,-1.836448007,-0.386038762,-1.545713384
-0.420870721,-0.358522573,0.594522519,-0.071201566
0.107342735,0.110900347,0.945305036,-0.285314318
0.546382113,0.564266644,0.785858661,0.11897991
0.757812371,0.762789021,0.155085834,0.750023877
-0.083025217,-0.175734312,0.794125439,-0.078588365
0.528219642,0.575028179,0.260350173,0.557268551
0.439388401,0.531824894,1.069859895,0.289552496
0.82771405,0.77549496,0.98671697,0.76201262
1.434161689,1.764198948,0.341219374,2.047399116
-0.045841341,-0.258890812,-0.328157723,-0.014946938
-0.66547513,-0.865030659,-0.255010437,-0.486995705
-0.769056346,-0.98041386,0.106878398,-0.819851863
0.254480942,0.450432071,-0.423822018,0.758676106
-0.941090981,-1.185666639,-1.337805223,-1.020444545
-0.753366049,-0.66290975,-0.409089458,-0.556862137
0.246325621,0.350655682,-2.05728744,0.363979202
-2.310560643,-2.498459565,-0.702910375,-2.622593371
-0.872732812,-0.865678371,0.802924022,-0.740498067
0.77179083,1.106614022,-0.336807928,0.867220779
-0.681364691,-0.987990046,-0.264779885,-1.251569567
0.054033346,0.233869761,0.765031054,0.272274561
0.292554697,0.283461967,-2.048603987,0.431115804
-2.279421971,-2.619898027,-0.352521354,-2.93483983
0.105169167,0.371607249,-1.112057063,0.570195399
-0.791791528,-0.407935659,-0.098719011,-0.414574276
-0.854053579,-1.2737473,-0.923734081,-1.682729221
-0.339804077,-0.085905387,-0.767181882,-0.0706994
-0.386809562,-0.184331849,-1.783283868,-0.228846032
-0.869325946,-0.684997587,1.231670804,-0.397911297
1.603210737,1.87104805,0.467867979,1.842748948
0.097950938,-0.088163321,1.059571564,-0.165353152
0.735038299,0.645740523,0.595085233,0.633655107
0.378933527,0.280640527,-0.174380287,0.758631983
-0.475225358,-0.662123929,0.658221893,-0.620025969
0.987983093,1.233038941,0.12410581,1.28775796
-0.041956021,-0.236984707,0.355074191,0.16198442
0.217979338,0.198025808,-0.575292155,0.144731224
-0.938947699,-1.06675714,-0.147864789,-1.103414431
0.133604316,0.284374719,0.190071745,0.18919605
0.194923311,0.298629243,0.71247834,0.008383475
0.807496221,0.863703075,-0.139759171,0.956799939
-0.455474225,-0.650082426,-1.214779724,-0.528274841
-1.283515394,-1.431817532,-0.546520554,-1.480789379
-0.233367183,-0.097611575,0.291376188,-0.513087928
-0.335551151,-0.603029209,-0.76697872,-0.340808305
-0.571217723,-0.477034066,0.340286121,-0.411757046
0.908663232,1.384783625,0.393570616,1.482219728
0.491319454,0.482601516,0.759043765,0.560963997
0.572358328,0.492336568,0.323549002,0.386319524
0.305044699,0.255781552,0.887879713,0.316939408
0.826848284,0.837977011,-0.202050767,0.935438613
-0.386520854,-0.537892762,0.505520045,-0.407163772
1.0287506,1.247652672,0.032377429,1.023223699
-0.165857892,-0.290422205,0.927541548,-0.269714868
0.857339191,0.980486872,0.059546987,0.990734487
-0.499246364,-0.690064667,-0.045802227,-0.477368692
0.165571312,0.21874085,-0.454577544,0.125883623
-0.629465378,-0.791502198,0.360617344,-0.453625486
0.225615081,0.258593929,0.436966642,0.495675518
0.311457972,0.355587538,0.931592023,0.292743301
0.889165605,1.12945699,0.169478161,1.673774669
0.353403806,0.472689956,-0.641006057,0.524301482
-0.471179439,-0.572180805,-0.177397759,-0.614813098
-0.441982943,-0.537201685,-1.096359158,-0.395488079
-1.110186886,-1.199250415,0.62861545,-1.187774974
0.360881162,0.454742131,0.362976805,0.317037303
0.131772357,0.121508498,0.150283518,0.124909014
0.864639293,1.139705768,-0.641415591,1.075571475
0.03438188,0.146305805,-0.29124787,0.246322171
-0.285453789,-0.354428526,0.027555801,-0.584496646
-0.132798698,-0.249732035,-0.543329452,-0.754017898
-0.45959073,-0.365437163,1.026615817,-0.250015849
1.280114083,1.447983795,-0.510842166,1.333804323
-0.613617256,-0.744822569,-0.460384773,-0.635623319
-0.133310779,-0.105599728,-0.583119016,0.066169905
-0.239306584,-0.190949075,-0.167231887,-0.148943905
0.225263527,0.378604899,0.399035422,0.182012445
0.149792652,0.204846144,0.376691801,0.330451508
0.001219386,-0.043860291,0.63920019,-0.049443215
0.64267671,0.705274978,0.089346062,0.80525398
0.088405289,0.116096838,-0.293537797,0.408351822
-0.02088324,-0.017405935,-0.899722313,0.098031599
-1.005724571,-1.155542476,-0.585694046,-1.196307903
-0.728490001,-0.774889339,-0.751065195,-0.769175225
-0.879138779,-0.882345559,-1.350109765,-0.591359906
-1.230147013,-1.221925527,-0.212089157,-1.092014387
-0.21380616,-0.208645243,0.326287875,-0.457418997
0.434061224,0.504235734,0.118818483,0.448793636
0.194088059,0.26768946,-0.734175685,0.379561079
-0.977076253,-1.151017949,0.498777957,-1.184989146
0.347350854,0.512192176,0.422843655,0.441736654
0.412409338,0.437373444,0.409259765,0.456656094
0.608734136,0.668938945,0.438152924,0.773345946
0.323356709,0.325349142,0.742348705,0.242489178
0.72421531,0.8368498,0.609417591,0.524921996
0.564382672,0.630415097,0.141355881,0.414582385
0.342982009,0.433674897,-0.115850705,0.437749774
0.215180052,0.248222418,0.43028729,-0.02487908
0.300902476,0.279606403,1.124767969,0.205797868
2.075675813,2.351291098,0.797994481,2.276956688
0.695850304,0.778214044,0.201332481,0.709574727
-0.109908514,-0.13257551,0.097127957,0.032601108
-0.010078524,-0.079064781,0.632407838,-0.098189876
0.184808995,0.132680302,0.574913501,0.425736612
0.121834391,0.047947428,1.016431299,-0.417579991
0.928676752,0.942979596,0.220560755,0.874561367
0.205920881,0.120039655,0.65440086,0.265056124
0.188583462,0.239647888,0.310328498,0.141193229
-0.108552613,-0.245227934,-1.008802608,-0.024860771
-0.828225818,-1.074359203,0.838459697,-1.220139616
1.321307523,1.697396848,0.275025275,1.741967403
0.092346031,0.058211253,0.04358533,0.28074222
0.096320674,0.102480309,0.686138833,-0.066027018
0.563585411,0.532863393,0.750213707,0.84152649
1.018164325,1.160766428,-0.215002985,1.172702331
-0.143675518,-0.207073258,0.075303639,-0.347770645
-0.301732758,-0.459268166,-0.187288145,-0.457454988
-0.409105453,-0.497178648,-0.696249137,-0.493030756
-1.050799787,-1.230170945,0.415737991,-1.213617664
0.64203723,0.810732708,0.81132419,1.049193371
1.065847932,1.269457065,0.491758704,1.402359752
-0.210141851,-0.369281689,-0.376084891,-0.126894913
-0.47890349,-0.549602922,0.096292737,-0.050529882
-0.063374279,0.002755542,-1.456388712,0.261591422
-1.489861156,-1.675527882,-0.05644076,-1.846369186
0.29030479,0.444538371,0.058610923,0.39406257
0.111342033,0.17559267,0.101944547,0.060115465
0.27374682,0.380783428,-0.421464886,0.221837825
-1.074842624,-1.408041142,-0.806588195,-1.547198644
-0.811117671,-0.881685424,-0.05707888,-0.42544823
-0.124415707,-0.070985423,0.331042647,-0.095650377
0.619358039,0.871046231,0.760957372,0.694196454
0.66910895,0.698685447,0.414016437,0.577617425
0.202870659,0.108991836,-0.054093236,0.068757165
0.327115902,0.423658586,-0.060619183,0.642568323
0.165191709,0.172294054,-0.558120782,0.425752981
-1.058390234,-1.251692694,0.291393239,-1.119711086
0.628264508,0.76740329,0.249401025,0.890022749
0.233493426,0.306432532,-0.153904545,0.314827741
-0.612439031,-0.846361947,0.63360468,-0.801733853
1.158621117,1.32086856,0.702420537,1.436615355
1.00526235,1.158723246,0.271480805,1.25813396
0.498724199,0.510407113,0.247324334,0.349580188
0.36076503,0.445495535,-1.096276824,0.65385395
-0.389865152,-0.388339456,-0.791098906,0
-0.829193098,-0.901965827,-0.576721693,-0.604205181
0.104672606,0.301560116,-0.634964474,0.405992368
-0.852348817,-1.020739882,-2.362568355,-1.09724944
-1.794957108,-1.757563514,-0.468891752,-1.924421458
0.02390202,0.13500213,0.650895869,0.611614305
0.335206047,0.364718169,-0.004489943,0.287693289
-0.258227269,-0.330996095,-0.639627414,-0.346906306
-0.589614586,-0.696415023,-0.72791913,-0.765731578
0.245848835,0.595214666,-0.259793679,0.647200256
0.122698132,0.168610409,-0.533090549,-0.416657967
-0.194020906,-0.177048397,-1.623532423,-0.204670273
-1.087363576,-1.142869582,-2.701174448,-1.202680765
-2.01155513,-1.901427306,-4.262418921,-1.936880394
-2.958695763,-3.071094747,0.508653169,-3.377453447
0.081746615,0.119535023,1.395411684,-0.210061658
0.866169323,1.045792234,1.2793975,0.891010276
0.572583199,0.468826877,-1.205846453,0.874080205
-1.065768171,-1.30875643,0.066149721,-1.546193795
0.651649056,0.984645241,0.495951568,1.10555803
0.281440064,0.162186904,0.272579205,0.036035709
0.206072868,0.197218402,-2.256400109,0.018194919
-2.033323852,-2.281309434,-2.206785039,-2.461765915
-1.535428204,-1.381379695,-1.253085136,-1.375851557
-0.062577924,0.207209752,-2.319601052,0.439143246
-2.030006412,-2.045061047,-1.282952443,-1.99535173
-1.509764061,-1.66354614,-3.978431235,-1.696751272
-3.213585286,-3.043803876,1.954567068,-3.042920808
1.247802019,1.438827221,3.724715897,1.973614497
3.087577183,3.137946063,0.416160155,3.060176006
0.125549295,-0.031114845,-0.282486064,0.123218702
0.630615317,0.883001105,-0.815300521,0.670063948
-1.262257754,-1.704816527,0.665888312,-1.496846586
0.92878244,1.200756704,0.120595652,0.808041757
0.067438612,0.164175674,0.201541731,-0.037874948
0.43138071,0.401557344,-0.961621661,0.566623476
-1.009684502,-1.218903205,0.421519145,-1.222330804
0.73395908,0.913248356,0.354279937,0.891904437
-0.345319469,-0.548813061,-0.588530639,-0.151285381
-0.229453139,-0.183609058,0.218475758,-0.113614423
0.392932969,0.466143359,-1.094525137,0.500921183
-1.093072526,-1.213383779,-0.468959026,-1.653901355
-0.565859216,-0.572796933,-0.082829016,-0.721230768
0.208130459,0.296249823,-0.509166069,0.125500851
0.047483461,0.260854682,-0.14249421,0.154127014
-0.464845503,-0.629725003,-1.969877991,-0.540487051
-1.578266248,-1.630401674,-0.599990791,-1.541083545
-0.164465634,-0.051380862,-2.824896342,-0.236150149
-2.138764939,-2.185471211,0.741226128,-2.393097577
0.904649326,1.197697274,-1.347901396,1.323063638
-1.000042866,-1.043510415,-2.557935823,-1.051110826
-1.435242349,-1.349788656,0.968361074,-1.316538118
1.363029652,1.673789529,2.900827004,1.024607526
2.585294369,2.86336572,0.489424919,2.550698633
0.302444283,0.085693888,-1.395818322,-0.423817214
-1.027632791,-1.216082397,-0.444863425,-0.634292234
0.128096826,0.413402502,-0.725711324,1.097452382
-0.444270773,-0.381294619,0.224299159,-0.246247243
0.463334992,0.633622396,-2.62801592,0.521215227
-2.435363161,-2.709597046,-1.743157946,-3.148389556
-1.52249741,-1.555796133,-2.319261287,-1.550265313
-1.837425689,-1.654816649,0.594036899,-1.794299996
1.233563409,1.534900576,0.605702745,1.382309251
0.793149396,1.060912381,-1.251962977,0.761060179
-1.278520493,-1.43156144,0.410904874,-1.465363592
-0.063031607,-0.053540357,2.19436477,0.280139246
2.104609496,2.309449208,0.991980014,2.679585763
1.88203566,2.180539956,1.10837121,2.737473164
0.611572324,0.726997654,-0.008794946,-0.186623519
-0.376728329,-0.765407487,-0.032254754,-0.879420456
0.058367497,0.076804919,-0.364320535,0.406141083
-0.597643572,-0.780388372,-1.596236236,-0.80387413
-1.641818052,-1.776002965,-1.070429368,-1.951975477
-0.946580676,-0.93309172,-0.293659294,-0.244126097
0.367493379,0.719546294,0.003031819,0.730597606
0.054002066,-0.019734895,0.230149699,-0.232703286
0.805850878,0.988519064,1.754036425,0.515389275
1.474245248,1.560941093,1.272886754,1.451360854
0.917365182,0.874790075,-0.067518974,0.456233129
-0.646636737,-0.948570693,-1.101394507,-0.684931438
-1.579198236,-1.816671563,-0.127753779,-1.799077754
0.308087087,0.52149657,1.645278297,0.121605452
1.784716617,1.973187057,2.743137922,1.81660248
1.785025834,1.813005662,0.400381038,2.057754514
-0.223120105,-0.568156594,1.127185265,-0.195045129
0.858783264,0.855710708,-0.677606518,0.951911487
-0.872260444,-1.060535182,-1.023672293,-0.572023422
0.0013478,0.031538777,0.534411005,0.204109741
0.488055072,0.697611477,-1.266742567,0.590352798
-1.049635998,-1.270008404,0.137721308,-1.379657056
0.133754369,0.228086392,0.077384965,0.361372978
-0.175780005,-0.294709703,-0.051583323,-0.47882395
0.200817901,0.44647879,1.476745051,0.234764158
0.626271997,0.501096209,0.284864318,0.419147429
0.105509699,-0.047166104,0.194144769,-0.341015026
-0.310799516,-0.482369269,0.926126847,-0.646623912
1.559685191,1.816409704,0.627448684,1.608396263
0.589630784,0.581756808,0.76920275,0.231794127
0.680535157,0.691831493,1.83955771,0.548464144
1.225447695,1.087977575,0.382152357,1.183035319
-0.109402119,-0.257970674,-0.20165905,-0.303862974
-0.337049629,-0.401937145,-0.018842277,-0.476835155
0.235956716,0.347222571,-0.941234331,0.257573096
-0.682125782,-0.747718375,0.658173311,-0.410579941
1.018059299,1.142208175,0.291136716,1.38777518
-0.096651314,-0.257759456,-0.721303088,-0.302484266
-0.741723965,-0.768109117,-0.846781998,-0.789148843
-0.371136668,-0.245083145,1.209434628,-0.018892914
1.040068064,1.228542896,0.283251919,1.280081847
0.205300708,0.045437335,0.290510211,0
-0.024549231,-0.024230676,0.348572548,0.103877533
0.350868501,0.492544849,-0.319030847,0.159601183
-0.426168857,-0.559209498,-0.002685249,-0.470795073
0.300539486,0.287552222,-0.363172099,0.602464159
-0.60847065,-0.776773636,0.04041765,-0.441985051
0.09950943,0.130896048,0.708689748,0.141206674
0.474788506,0.455277443,-0.442342182,0.169109291
-1.029998054,-1.148230137,-1.26539474,-0.877911174
-1.207754045,-1.400479426,-0.073494389,-1.432467614
-0.261161839,-0.283088024,-1.924510928,-0.288738624
-1.695046251,-1.747263356,-0.344808751,-1.702583544
-0.299036437,-0.171336146,-0.432689628,-0.530983844
-0.898428722,-1.088789312,1.242770071,-1.5708065
0.85086421,0.971222611,-0.033161997,1.145500807
0.197194509,0.222307002,-1.686333599,0.109194551
-1.030024423,-0.873006246,0.434752806,-0.705262281
0.297266894,0.396027473,2.186938369,0.268569867
0.916455562,0.774730022,2.86385478,0.732876568
3.373705635,3.664209717,0.313496537,4.466471996
0.985675699,1.290535936,0.716280534,0.883069099
-0.227446353,-0.352787231,-0.176610962,-0.666038599
-0.487559809,-0.834134384,1.27927925,-0.993428053
0.577827071,0.577053171,1.914304368,0.606633447
1.396766838,1.374478397,0.7510123,0.912564556
0.474887085,0.384587192,0.637105861,0.616317335
0.100205002,-0.011902991,0.955601007,-0.18630495
0.069799653,-0.056558562,1.957696554,0.306935627
1.510021939,1.498365676,1.378359795,1.878866373
0.924033599,0.881963547,0.839058163,0.854026928
0.089626577,-0.256193916,1.687893934,-0.208520895
1.533016107,1.530280517,1.726997415,1.511576181
0.921932525,0.834767569,1.615751666,0.578710939
1.844706147,1.920180802,-0.96769414,1.515161627
-0.33882466,-0.433815875,0.41064051,-0.719659656
0.647110181,0.790650465,1.657433787,0.710828277
2.265811969,2.536094049,-0.027024593,2.495890882
-0.608563542,-0.839150521,0.894674951,-0.951369306
0.894125094,0.958456392,-0.820374888,1.189866577
-1.050683731,-1.309276245,0.985428234,-1.103635396
1.07590022,1.320115178,0.358164182,1.976016998
0.105954358,0.089376402,-0.959464709,-0.084202206
-0.981353113,-1.157215479,0.080681313,-1.137687428
0.004913458,-0.046568326,0.574091577,-0.247977968
0.183359397,0.186143329,0.475535317,-0.085449541
0.408819543,0.439345237,-0.752117475,-0.051581815
-1.093437479,-1.219076283,0.692244537,-0.80904818
1.185335525,1.349688547,0.493434791,0.851977185
0.032431331,-0.182360116,0.8089912,-0.240154396
0.831291338,0.921990424,0.958759224,0.957176408
-0.003415028,-0.308191647,2.552109225,0.144573953
1.930128745,1.981165261,0.158420057,1.984562204
-0.047746092,-0.146103706,0.408619479,0.025227935
-0.039386741,-0.069141583,-0.132513034,-0.333522301
-0.151546107,-0.255706929,-1.689595093,-0.276080377
-0.603424218,-0.532150846,-1.23850595,-0.537445988
-0.860895865,-0.788709185,1.458749162,-0.574561278
1.008861089,1.219461795,-0.083336009,1.112007267
-0.09758746,-0.286069681,-0.32117191,-0.100551348
-0.165300232,0.024093483,-0.004289268,-0.134225933
-0.37412988,-0.396942991,-0.744826279,-0.623319961
-1.163197532,-1.494545214,0.706214583,-2.143319878
0.331157825,0.362146588,-0.320192819,0.146693755
-0.246764203,-0.364874469,-0.096904449,-0.578964791
0.155726553,0.245211686,0.930698089,0.121098441
0.62957194,0.637454519,2.128773395,0.24210676
1.60372246,1.7343257,0.790896374,1.695685959
-0.00251291,-0.252777358,-0.014512735,0.093271753
0.061687648,-0.03464034,-0.299015963,-0.127241534
-0.882591546,-1.050215943,2.127520938,-1.127525944
1.938479047,2.184423565,0.780739074,2.192239164
0.115900129,-0.147671563,0.507748265,-0.624003605
0.239377238,0.218792511,-0.358380024,-0.076223293
-0.83104502,-1.168024085,-0.02824175,-0.952375063
0.642952097,0.875313936,-0.645679344,0.749056868
-1.140230334,-1.356007058,-0.345802912,-1.572660262
-0.161004345,-0.109815066,1.727193542,0.051500474
1.157517057,1.193439669,0.461571559,1.070953756
0.675137303,0.73084504,-0.155617213,0.526584399
0.142477488,0.207460782,1.173109653,0.422962181
1.393201288,1.672753979,0.895827455,1.814561489
0.751581879,0.727444184,-0.921484422,0.5868487
-0.421093961,-0.51097157,-1.077594496,-0.173225977
-0.980353609,-1.102695407,-1.368081846,-1.128959072
-0.940117537,-0.849511742,0.343275179,-1.285203774
0.13625381,0.212400599,0.476607943,0.093203174
0.224126677,0.2616022,-0.48668747,0.647966961
-0.711602291,-0.921254268,-0.280618352,-0.969594721
-0.153186642,-0.060664409,-1.404774826,-0.296910093
-1.287346924,-1.424268111,-0.621107235,-1.222948347
0.210091438,0.451263099,0.643657692,0.377807331
1.133763487,1.307519554,0.670087698,1.455147392
0.208939892,0.060461878,0.197308934,0.286600035
0.093729607,0.073556458,-0.126070087,0.008507062
-0.195805105,-0.189254604,0.006103826,0.09454979
-0.594987585,-0.72881231,0.203247971,-0.824359137
0.232618388,0.314885883,1.070371315,0.458588552
1.099588503,1.244502514,-0.885773978,1.363954016
-1.594516306,-1.979010291,0.103306841,-1.730724949
0.173933109,0.271096512,-1.046085736,0.145433666
-1.254801395,-1.373655315,-2.215486688,-1.293022814
-0.931073392,-0.824117392,0.768873924,-0.746496566
0.820430614,0.977382369,-0.080984275,0.9942107
0.047473445,0.053721562,-0.266256346,-0.255335188
-0.125333724,-0.029543288,0.72637032,0.193464158
0.746028558,0.82126647,0.760130966,0.478072069
0.257838067,0.223541089,0.47293028,0.14613828
-0.146258932,-0.324831214,0.625084752,-0.354194681
0.619505073,0.66980555,0.909244121,0.477129191
1.04654121,1.171944994,0.377427121,1.53082371
0.278185622,0.222300773,0.826154124,0.361983713
0.978972858,1.083479258,0.578620459,1.033838127
0.70151112,0.738941814,0.195418584,0.897491903
-0.270308273,-0.455077981,0.02957559,0.258295362
-0.029659909,-0.082495493,-0.404958823,-0.243432718
-0.516953512,-0.685793871,-0.448351179,-0.748513436
-0.334249141,-0.379852679,-0.878705179,-0.350320263
-0.979286636,-1.100841982,-0.541036527,-0.606874393
-0.234557604,-0.226913026,0.155168449,-0.045025823
0.456508918,0.652960378,-1.127919052,0.352607427
-1.080912883,-1.161422584,0.018326393,-0.804321826
0.171609238,0.2598506,0.796994718,0.105616406
1.042128885,1.226460262,-0.151608596,1.184477361
-0.389114619,-0.566618341,-0.553804501,-0.216535156
-0.344857823,-0.405947415,-1.275415211,-0.239099762
-0.936794462,-0.928782815,0.10707962,-1.053808696
0.01363556,0.087940206,-0.012349491,-0.052796882
0.405156223,0.618720191,-2.203928756,0.392601231
-1.693968107,-1.819227669,-0.406946046,-1.787897391
-0.250894419,-0.078210336,-0.046492953,-0.09960297
0.124255893,0.253287482,0.665742146,0.09960297
0.676176176,0.753364868,-0.067215597,0.749669205
-0.61438813,-0.869150812,1.126178028,-0.964798434
1.489637926,1.804929652,-0.527035144,1.761634328
-0.075611848,-0.119143768,-0.935900232,0.482539677
-0.915478203,-1.102834832,-0.056939804,-1.287212521
0.17581128,0.200693127,1.14519478,-0.076016209
0.853618814,1.026577458,0.857607914,1.001626843
-0.263676265,-0.485379907,0.727230984,-0.499559356
0.089917174,-0.098423896,0.246017714,-0.08350306
0.320870598,0.326819385,0.884745038,0.507408973
0.835528278,0.866332245,0.703815222,0.707685109
0.585529134,0.561209907,-0.52334453,0.329572357
-0.154345513,-0.22253357,-0.036473425,-0.224621026
-0.026021373,-0.094399,0.682679228,-0.172406318
0.907829083,1.093220724,0.150852344,1.253043878
-0.185585524,-0.298860655,-0.515849372,0
-0.367293858,-0.349368104,-1.084671018,-0.111124207
-0.87157213,-0.907785324,-0.456467576,-0.99196971
-0.317447013,-0.205788533,0.585048207,-0.571481992
0.52155847,0.610849714,0.490351654,0.466507078
0.046980152,-0.007875153,0.133868829,-0.255350742
0.509864817,0.58109262,0.992323748,0.427679604
0.874746251,0.919678102,0.753769901,1.035739969
0.390411103,0.289219052,0.419404505,0.281404027
-0.078014389,-0.178080648,0.301043978,-0.236657515
0.074506399,0.015497869,-0.606976117,-0.378822916
-0.49233732,-0.549053487,0.513986903,-0.574451566
1.126360014,1.433605411,0.44634996,1.271226097
0.076927926,-0.015361376,0.379604134,-0.022134528
-0.157403703,-0.317997909,-0.212243373,-0.422153208
-0.437039536,-0.566690507,0.331922804,-0.587683012
0.209210449,0.23221622,0.859044721,0.171403651
0.441484047,0.411502047,0.635611783,0.245588354
0.199035919,0.071839084,-0.389026474,-0.111405062
-0.109902316,-0.146298295,-0.622485329,-0.231187018
-0.776222076,-0.967861887,-2.936524867,-1.019375452
-2.383709267,-2.391033138,0.882279228,-2.386386802
0.689619949,0.78317638,3.12176092,0.538912332
2.673976365,2.898828988,0.063689967,2.978845826
0.209645919,0.189277732,0.531097307,0.186049042
0.654641178,0.723109453,0.061394423,1.087048106
-0.046069651,-0.081216217,0.070940346,-0.029278194
-0.148414379,-0.200785418,0.866384565,-0.435247789
0.869585623,0.906679632,0.018999126,0.956038715
-0.021299283,-0.042869212,-0.134972028,-0.183132534
-0.197431351,-0.262659578,-0.911538048,-0.198252555
-0.721959877,-0.832936073,-0.575649193,-0.855601489
-0.57280206,-0.557460657,-0.191332135,-0.304339475
-0.222605051,-0.213063704,0.001934479,0
0.003477837,-0.010279605,0.218355465,0.103984475
-0.172432301,-0.136304623,-1.319298292,-0.148534866
-1.104269,-1.037351017,0.678338728,-0.821411963
0.112384665,0.137724962,1.229875816,0.149759057
0.694786255,0.58257871,-0.851774209,0.693930583
-0.807983799,-0.972858645,-0.199537063,-0.738801262
0.35730021,0.569298495,-0.098947479,0.983860358
-0.052932917,-0.072606579,0.653951175,-0.067016126
0.378286355,0.372844925,0.791383474,0.155859347
0.30176311,0.160103327,0.86107251,0.214489363
0.250017213,0.092845728,-0.475340287,-0.170097334
-0.410593389,-0.51690387,0.338673789,-0.289233237
0.415678354,0.462754338,0.25609666,0.614614209
-0.079783464,-0.214307006,-0.166862643,-0.266111901
-0.090033608,-0.100857295,-0.467939451,-0.125864507
-0.118560656,-0.152772593,0.456552307,-0.371227968
0.485688696,0.506618122,0.308890798,0.356312464
0.312280661,0.344890054,-0.413333416,0.052028879
-0.224177986,-0.241813201,-1.111929228,-0.193007359
-0.941901988,-0.98094558,-0.021135353,-0.924754519
-0.648353489,-0.843666443,-0.810345935,-0.774570638
-0.551385022,-0.457450123,0.203202934,-0.643916792
0.251327908,0.307826124,-0.667276931,0.711758827
-0.861164268,-1.021831537,0.413693234,-0.590177852
0.689959546,0.990303201,0.600973799,1.019450483
0.311162376,0.236220582,1.265439827,0.24026051
1.177637143,1.307446482,1.594719435,1.191725761
1.168174617,1.167888975,1.270655671,0.72333762
0.725807293,0.456744137,-0.867060138,0.666877776
-0.156820607,-0.224283915,0.489225936,-0.28521358
0.168670992,0.147879989,-0.36064211,0.787913018
-0.589478282,-0.633851736,0.033516433,-0.546475267
-0.434822536,-0.563092058,-0.367431473,-0.674736748
-0.056948216,0.028358921,-1.206872307,0.036837743
-0.748388694,-0.742555255,-0.686987937,-0.81225559
-0.30512723,-0.226188561,0.811732794,-0.378659998
1.166582281,1.375196154,0.958726044,1.345354758
0.567123555,0.501921668,1.266016184,0.534420909
0.544994962,0.377339696,0.306188563,0.320849613
0.10617442,-0.127320432,-0.378260639,-0.087283913
-0.205618017,-0.290898161,-0.636112045,-0.416296547
-0.36336157,-0.266120935,0.245280337,-0.351690063
-0.316179234,-0.403086593,0.122414928,-0.470962359
0.270996421,0.323624878,1.069371155,0.235593879
0.858932306,0.957018367,0.512183749,0.513741637
-0.003930473,-0.211032229,0.478709312,-0.278373157
0.182211405,0.05852343,0.898423419,-0.110383264
0.854775065,0.916624553,0.088141392,0.388756421
0.166353604,0.168733906,-0.239421902,0.36572194
-0.10957571,-0.065445029,-4.339059466,-0.058412646
-3.496987993,-3.727171352,0.647275738,-4.006389261
0.464076477,0.682418714,-2.128222453,0.997993381
-1.567944709,-1.522274577,0.504960152,-1.393924292
-0.16133548,-0.234844095,0.797013069,-0.053227971
0.407454088,0.403380502,-0.732409902,0.091425459
-0.942754005,-1.036772048,-0.682336305,-1.02684171
-0.372088104,-0.212913265,-0.124388836,-0.023084384
0.478340188,0.695608805,0.10526216,0.483999432
-0.199759863,-0.373752937,0.214010094,-0.553629397
-0.157410722,-0.353831993,1.329168894,-0.184996049
1.337052566,1.633617255,0.456660413,1.396234728
0.030272889,-0.115431043,0.363085499,-0.198467569
-0.081108706,-0.233893646,-0.233795732,-0.612544137
-0.526097202,-0.704981335,0.424168883,-0.778522609
0.36205668,0.446801098,-0.177296738,-0.093152276
-0.24846755,-0.219185405,-0.209428076,-0.512327342
-0.169071858,-0.09521795,-0.485988929,-0.27303795
-0.161455695,-0.052938064,0.820490525,0.054457866
0.870887129,1.014167402,0.906294507,1.03290384
0.748950252,0.762385876,0.521838124,0.662022664
0.136107664,-0.002601017,-0.743937049,0.160797921
-0.433078832,-0.448384484,0.025936973,-0.576158589
0.033339069,0.193156073,-0.988494325,0.199987331
-0.322025049,-0.250652873,0.229844349,0.215373337
0.867045426,1.174710738,1.507910683,0.688002386
2.238212842,2.49547305,1.035255163,2.958050579
0.78800439,0.630536536,1.756804377,0.935207917
1.40299767,1.370378459,1.139557758,1.042732396
0.628758098,0.399359584,2.451539673,0.600213946
2.02567426,2.113028958,1.130284997,1.991629059
0.651196385,0.468621311,0.018758687,0.155383009
-0.098288866,0.040750285,1.051659256,0.112911682
0.588781785,0.497251802,0.881951036,0.912165148
-0.124431911,-0.329631255,0.7315541,-0.042176891
0.085763721,-0.134073952,1.324435289,0.146761286
0.381838919,0.167564372,1.541343557,-0.027774441
0.248774333,-0.117265572,-0.663701344,0.174320654
-0.559445795,-0.602852758,0.312974074,-0.314246341
-0.113300784,-0.183256224,1.306135765,-0.434139124
1.346833244,1.461488914,0.806963004,1.884442716
0.20816161,0.078458415,-0.553190194,0.37818853
-0.51963334,-0.610266739,-0.078138085,-0.275044157
0.193961902,0.15530365,-1.198829986,0.473711192
-0.65772759,-0.598646456,-2.37054188,-0.336248208
-1.223097756,-0.897472851,2.580209231,-0.945755427
